current_shirt_number,firstname,lastname,int_goals,int_caps,main_position,other_position,current_market_value,highest_market_value,highest_market_value_on,date_of_birth,place_of_birth,country_of_birth,height,citizenship,dominant_foot,current_club,joined_on,contract_expiring,last_extension,transfer_history,valuation
#11,Mason,Greenwood,0,1,Right Winger,,-,€50.00m,"Oct 13, 2020","Oct 1, 2001",Bradford,England,181,England,both,Manchester United,"Jul 1, 2019","Jun 30, 2025","Feb 16, 2021","{'season': ['19/20', '17/18'], 'transfer_date': ['Jul 1, 2019', 'Jul 1, 2017'], 'leaving_club': ['Man Utd U18', 'Man Utd Youth'], 'joining_club': ['Man Utd', 'Man Utd U18'], 'market_value': ['-', '-'], 'fee': ['-', '-']}","{'club': ['Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є7.00m', 'Є10.00m', 'Є20.00m', 'Є32.00m', 'Є29.00m', 'Є45.00m', 'Є50.00m', 'Є50.00m', 'Є50.00m', 'Є50.00m', 'x2D'], 'age': ['17', '17', '18', '18', '18', '18', '19', '19', '19', '20', '20'], 'date': ['Aug 7', 'Sep 12', 'Dec 10', 'Mar 9', 'Apr 8', 'Jul 30', 'Oct 13', 'Mar 18', 'May 28', 'Dec 23', 'Mar 29'], 'year': ['2019', '2019', '2019', '2020', '2020', '2020', '2020', '2021', '2021', '2021', '2022']}"
#28,Facundo,Pellistri,0,7,Right Winger,,€2.50m,€7.00m,"Oct 13, 2020","Dec 20, 2001",Montevideo,Uruguay,174,"Uruguay,Spain",right,Manchester United,"Oct 5, 2020","Jun 30, 2025",unknown,"{'season': ['21/22', '21/22', '20/21', '20/21', '20/21', '19/20'], 'transfer_date': ['Jun 30, 2022', 'Aug 5, 2021', 'Jun 30, 2021', 'Jan 31, 2021', 'Oct 5, 2020', 'Aug 1, 2019'], 'leaving_club': ['Alavés', 'Man Utd', 'Alavés', 'Man Utd', 'Peñarol', 'CA Peñarol U19'], 'joining_club': ['Man Utd', 'Alavés', 'Man Utd', 'Alavés', 'Man Utd', 'Peñarol'], 'market_value': ['€2.50m', '€6.00m', '€6.00m', '€7.00m', '€1.80m', '-'], 'fee': ['End of loan', 'loan transfer', 'End of loan', 'loan transfer', '€8.50m', '-']}","{'club': ['CA Peu00F1arol', 'CA Peu00F1arol', 'Manchester United', 'Deportivo Alavu00E9s', 'Deportivo Alavu00E9s', 'Deportivo Alavu00E9s', 'Deportivo Alavu00E9s'], 'market_value': ['Є2.00m', 'Є1.80m', 'Є7.00m', 'Є6.00m', 'Є4.00m', 'Є2.50m', 'Є2.50m'], 'age': ['18', '18', '18', '19', '20', '20', '20'], 'date': ['Jan 6', 'Apr 8', 'Oct 13', 'Jun 10', 'Dec 30', 'Mar 21', 'Jun 3'], 'year': ['2020', '2020', '2020', '2021', '2021', '2022', '2022']}"
#47,Shola,Shoretire,0,4,Right Winger,,€4.00m,€4.00m,"Jun 15, 2022","Feb 2, 2004",Newcastle,England,171,"England,Nigeria",right,Manchester United,"Jul 1, 2021",-,unknown,"{'season': ['21/22', '20/21', '19/20', '14/15', '13/14'], 'transfer_date': ['Jul 1, 2021', 'Jul 1, 2021', 'Jul 1, 2019', 'Jul 1, 2014', 'Jan 1, 2014'], 'leaving_club': ['Man Utd U23', 'Man Utd U18', 'Man Utd Youth', 'Man City Youth', 'Newcastle Yth.'], 'joining_club': ['Man Utd', 'Man Utd U23', 'Man Utd U18', 'Man Utd Youth', 'Man City Youth'], 'market_value': ['€3.00m', '€3.00m', '-', '-', '-'], 'fee': ['-', '-', '-', '-', 'free transfer']}","{'club': ['Manchester United U18', 'Manchester United', 'Manchester United'], 'market_value': ['Є3.00m', 'Є3.00m', 'Є4.00m'], 'age': ['17', '17', '18'], 'date': ['Mar 18', 'Dec 23', 'Jun 15'], 'year': ['2021', '2021', '2022']}"
#21,,Antony,2,10,Right Winger,,€75.00m,€75.00m,"Sep 15, 2022","Feb 24, 2000",São Paulo,Brazil,172,Brazil,left,Manchester United,"Aug 30, 2022","Jun 30, 2027",unknown,"{'season': ['22/23', '20/21', '18/19', '17/18'], 'transfer_date': ['Aug 30, 2022', 'Jul 1, 2020', 'Jan 1, 2019', 'Jan 1, 2018'], 'leaving_club': ['Ajax', 'São Paulo', 'FC São Paulo B', 'São Paulo U17'], 'joining_club': ['Man Utd', 'Ajax', 'São Paulo', 'FC São Paulo B'], 'market_value': ['€35.00m', '€18.00m', '-', '-'], 'fee': ['€95.00m', '€15.75m', '-', '-']}","{'club': ['Su00E3o Paulo Futebol Clube', 'Su00E3o Paulo Futebol Clube', 'Su00E3o Paulo Futebol Clube', 'Su00E3o Paulo Futebol Clube', 'Su00E3o Paulo Futebol Clube', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Manchester United'], 'market_value': ['Є5.00m', 'Є9.00m', 'Є12.00m', 'Є20.00m', 'Є18.00m', 'Є18.00m', 'Є25.00m', 'Є25.00m', 'Є35.00m', 'Є35.00m', 'Є75.00m'], 'age': ['18', '19', '19', '19', '20', '20', '20', '21', '21', '22', '22'], 'date': ['Feb 18', 'May 28', 'Aug 15', 'Nov 27', 'Apr 8', 'Oct 14', 'Jan 6', 'May 19', 'Jan 5', 'Jun 8', 'Sep 15'], 'year': ['2019', '2019', '2019', '2019', '2020', '2020', '2021', '2021', '2022', '2022', '2022']}"
#49,Alejandro,Garnacho,4,4,Left Winger,,€4.00m,€4.00m,"Sep 15, 2022","Jul 1, 2004",Madrid,Spain,180,"Argentina,Spain",right,Manchester United,"Jul 1, 2022","Jun 30, 2023",unknown,"{'season': ['22/23', '21/22', '20/21'], 'transfer_date': ['Jul 1, 2022', 'Jul 1, 2021', 'Oct 2, 2020'], 'leaving_club': ['Man Utd U21', 'Man Utd U18', 'Atléti Youth'], 'joining_club': ['Man Utd', 'Man Utd U23', 'Man Utd U18'], 'market_value': ['€2.00m', '-', '-'], 'fee': ['-', '-', '€465Th.']}","{'club': ['Manchester United', 'Manchester United'], 'market_value': ['Є2.00m', 'Є4.00m'], 'age': ['18', '18'], 'date': ['Jul 1', 'Sep 15'], 'year': ['2022', '2022']}"
#36,Anthony,Elanga,1,7,Left Winger,,€25.00m,€25.00m,"Sep 15, 2022","Apr 27, 2002",Hyllie,Sweden,178,"Sweden,Cameroon",right,Manchester United,"Jul 1, 2021","Jun 30, 2026","Dec 24, 2021","{'season': ['21/22', '20/21', '18/19', '15/16', '14/15', '13/14'], 'transfer_date': ['Jul 1, 2021', 'Jul 1, 2020', 'Jul 1, 2018', 'Jul 1, 2015', 'Jul 1, 2014', 'Jan 1, 2014'], 'leaving_club': ['Man Utd U23', 'Man Utd U18', 'Man Utd Youth', 'Unknown', 'Malmö FF U17', 'IF Elfsborg U17'], 'joining_club': ['Man Utd', 'Man Utd U23', 'Man Utd U18', 'Man Utd Youth', 'Unknown', 'Malmö FF U17'], 'market_value': ['€800Th.', '-', '-', '-', '-', '-'], 'fee': ['-', '-', '-', 'free transfer', '?', '?']}","{'club': ['Manchester United U23', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є800Th.', 'Є4.00m', 'Є15.00m', 'Є20.00m', 'Є25.00m'], 'age': ['19', '19', '19', '20', '20'], 'date': ['Jun 8', 'Dec 23', 'Mar 29', 'Jun 15', 'Sep 15'], 'year': ['2021', '2021', '2022', '2022', '2022']}"
#10,Marcus,Rashford,12,46,Left Winger,,€60.00m,€85.00m,"Mar 18, 2021","Oct 31, 1997",Manchester,England,185,"England,St. Kitts & Nevis",right,Manchester United,"Jan 1, 2016","Jun 30, 2023","Jul 1, 2019","{'season': ['15/16'], 'transfer_date': ['Jan 1, 2016'], 'leaving_club': ['Man Utd U18'], 'joining_club': ['Man Utd'], 'market_value': ['-'], 'fee': ['-']}","{'club': ['Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є3.00m', 'Є6.00m', 'Є7.00m', 'Є10.00m', 'Є10.00m', 'Є18.00m', 'Є30.00m', 'Є50.00m', 'Є65.00m', 'Є65.00m', 'Є80.00m', 'Є80.00m', 'Є80.00m', 'Є64.00m', 'Є80.00m', 'Є80.00m', 'Є85.00m', 'Є85.00m', 'Є85.00m', 'Є70.00m', 'Є60.00m'], 'age': ['18', '18', '18', '18', '19', '19', '19', '20', '20', '21', '21', '21', '22', '22', '22', '22', '23', '23', '24', '24', '24'], 'date': ['Mar 23', 'Jun 1', 'Aug 1', 'Oct 24', 'Feb 20', 'Jun 28', 'Oct 23', 'Jan 2', 'May 28', 'Dec 19', 'Mar 5', 'Jun 13', 'Dec 10', 'Apr 8', 'Jul 30', 'Oct 13', 'Mar 18', 'May 28', 'Dec 23', 'Mar 29', 'Jun 15'], 'year': ['2016', '2016', '2016', '2016', '2017', '2017', '2017', '2018', '2018', '2018', '2019', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2022', '2022']}"
#25,Jadon,Sancho,3,23,Left Winger,,€75.00m,€130.00m,"Mar 11, 2020","Mar 25, 2000",London,England,180,"England,Trinidad and Tobago",right,Manchester United,"Jul 23, 2021","Jun 30, 2026",unknown,"{'season': ['21/22', '17/18', '16/17', '14/15'], 'transfer_date': ['Jul 23, 2021', 'Aug 31, 2017', 'Jul 1, 2016', 'Mar 7, 2015'], 'leaving_club': ['Bor. Dortmund', 'Man City U18', 'Man City Youth', 'Watford Yth.'], 'joining_club': ['Man Utd', 'Bor. Dortmund', 'Man City U18', 'Man City Youth'], 'market_value': ['€100.00m', '€5.00m', '-', '-'], 'fee': ['€85.00m', '€20.59m', '-', '€172Th.']}","{'club': ['Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Borussia Dortmund', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є5.00m', 'Є5.00m', 'Є8.00m', 'Є15.00m', 'Є20.00m', 'Є45.00m', 'Є70.00m', 'Є80.00m', 'Є100.00m', 'Є120.00m', 'Є130.00m', 'Є117.00m', 'Є100.00m', 'Є100.00m', 'Є100.00m', 'Є90.00m', 'Є85.00m', 'Є80.00m', 'Є75.00m'], 'age': ['17', '17', '18', '18', '18', '18', '18', '18', '19', '19', '19', '20', '20', '20', '21', '21', '21', '22', '22'], 'date': ['Aug 31', 'Dec 28', 'Apr 4', 'Jun 5', 'Aug 22', 'Oct 22', 'Dec 18', 'Mar 6', 'Jun 5', 'Dec 17', 'Mar 11', 'Apr 8', 'Nov 26', 'Feb 10', 'May 28', 'Oct 5', 'Dec 23', 'Mar 29', 'Jun 15'], 'year': ['2017', '2017', '2018', '2018', '2018', '2018', '2018', '2019', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2021', '2022', '2022']}"
#14,Christian,Eriksen,39,117,Attacking Midfield,,€22.00m,€100.00m,"Jun 13, 2019","Feb 14, 1992",Middelfart,Denmark,182,Denmark,right,Manchester United,"Jul 15, 2022","Jun 30, 2025",unknown,"{'season': ['22/23', '21/22', '21/22', '19/20', '13/14', '09/10', '08/09', '08/09'], 'transfer_date': ['Jul 15, 2022', 'Jan 31, 2022', 'Dec 17, 2021', 'Jan 28, 2020', 'Aug 30, 2013', 'Jan 1, 2010', 'Jan 1, 2009', 'Jul 1, 2008'], 'leaving_club': ['Brentford', 'Without Club', 'Inter', 'Spurs', 'Ajax', 'Ajax U19', 'Odense BK U19', 'Odense BK Youth'], 'joining_club': ['Man Utd', 'Brentford', 'Without Club', 'Inter', 'Spurs', 'Ajax', 'Ajax U19', 'Odense BK U19'], 'market_value': ['€20.00m', '€15.00m', '€15.00m', '€90.00m', '€18.00m', '-', '-', '-'], 'fee': ['free transfer', '-', '-', '€27.00m', '€14.15m', '-', '€1.50m', '-']}","{'club': ['Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur', 'Inter Milan', 'Inter Milan', 'Inter Milan', 'Inter Milan', 'Inter Milan', 'Inter Milan', 'Inter Milan', 'Brentford FC', 'Manchester United'], 'market_value': ['Є200Th.', 'Є500Th.', 'Є2.00m', 'Є3.00m', 'Є3.50m', 'Є5.00m', 'Є7.00m', 'Є9.00m', 'Є13.00m', 'Є16.00m', 'Є18.00m', 'Є18.00m', 'Є20.00m', 'Є27.00m', 'Є27.00m', 'Є29.00m', 'Є31.00m', 'Є35.00m', 'Є40.00m', 'Є50.00m', 'Є70.00m', 'Є80.00m', 'Є80.00m', 'Є85.00m', 'Є100.00m', 'Є90.00m', 'Є85.00m', 'Є68.00m', 'Є60.00m', 'Є50.00m', 'Є35.00m', 'Є40.00m', 'Є15.00m', 'Є20.00m', 'Є22.00m'], 'age': ['17', '18', '18', '18', '18', '19', '19', '19', '19', '20', '21', '21', '22', '22', '23', '23', '24', '25', '25', '25', '25', '26', '26', '27', '27', '27', '28', '28', '28', '28', '28', '29', '29', '30', '30'], 'date': ['Jan 21', 'Feb 24', 'Apr 11', 'Aug 1', 'Jan 17', 'Feb 28', 'Jun 15', 'Sep 3', 'Jan 5', 'Jun 30', 'May 28', 'Jan 15', 'Aug 12', 'Feb 12', 'Jul 1', 'Feb 9', 'Aug 1', 'Feb 20', 'Jun 28', 'Oct 23', 'Jan 2', 'May 28', 'Dec 19', 'Mar 5', 'Jun 13', 'Dec 10', 'Mar 3', 'Apr 8', 'Aug 25', 'Oct 29', 'Dec 29', 'May 26', 'Dec 15', 'Jun 15', 'Sep 15'], 'year': ['2010', '2010', '2010', '2010', '2011', '2011', '2011', '2011', '2012', '2012', '2013', '2014', '2014', '2015', '2015', '2016', '2016', '2017', '2017', '2017', '2018', '2018', '2018', '2019', '2019', '2019', '2020', '2020', '2020', '2020', '2020', '2021', '2021', '2022', '2022']}"
#8,Bruno,Fernandes,9,48,Attacking Midfield,,€85.00m,€90.00m,"Dec 17, 2020","Sep 8, 1994",Maia,Portugal,179,Portugal,right,Manchester United,"Jan 29, 2020","Jun 30, 2026","Apr 1, 2022","{'season': ['19/20', '17/18', '17/18', '16/17', '16/17', '13/14', '12/13', '11/12', '09/10', '07/08', '04/05'], 'transfer_date': ['Jan 29, 2020', 'Jul 2, 2017', 'Jul 1, 2017', 'Jun 30, 2017', 'Aug 16, 2016', 'Jul 1, 2013', 'Aug 27, 2012', 'Jul 1, 2011', 'Jul 1, 2009', 'Jul 1, 2007', 'Jul 1, 2004'], 'leaving_club': ['Sporting CP', 'Sampdoria', 'Udinese Calcio', 'Sampdoria', 'Udinese Calcio', 'Novara', 'Boavista Y19', 'Boavista U17', 'Boavista U15', 'Boavista CJ', 'Infesta For.'], 'joining_club': ['Man Utd', 'Sporting CP', 'Sampdoria', 'Udinese Calcio', 'Sampdoria', 'Udinese Calcio', 'Novara', 'Boavista Y19', 'Boavista U17', 'Boavista U15', 'Boavista CJ'], 'market_value': ['€60.00m', '€7.50m', '€7.50m', '€7.50m', '€6.50m', '€3.50m', '-', '-', '-', '-', '-'], 'fee': ['€63.00m', '€9.70m', '€6.00m', 'End of loan', 'Loan fee:', '', '€2.50m', '€40Th.', '-', '-', '-', '?']}","{'club': ['Novara Calcio 1908', 'Novara Calcio 1908', 'Novara Calcio 1908', 'Novara Calcio 1908', 'Udinese Calcio', 'Udinese Calcio', 'Udinese Calcio', 'Udinese Calcio', 'Udinese Calcio', 'Udinese Calcio', 'UC Sampdoria', 'UC Sampdoria', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Sporting CP', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є50Th.', 'Є75Th.', 'Є100Th.', 'Є3.50m', 'Є4.50m', 'Є7.00m', 'Є7.00m', 'Є6.50m', 'Є6.50m', 'Є6.50m', 'Є7.00m', 'Є7.50m', 'Є12.00m', 'Є17.00m', 'Є20.00m', 'Є30.00m', 'Є26.00m', 'Є30.00m', 'Є35.00m', 'Є55.00m', 'Є60.00m', 'Є60.00m', 'Є48.00m', 'Є70.00m', 'Є80.00m', 'Є90.00m', 'Є90.00m', 'Є90.00m', 'Є90.00m', 'Є85.00m'], 'age': ['18', '18', '18', '18', '19', '19', '20', '20', '21', '21', '22', '22', '23', '23', '23', '23', '24', '24', '24', '24', '25', '25', '25', '25', '26', '26', '26', '26', '27', '27'], 'date': ['Oct 25', 'Dec 25', 'Feb 25', 'Jun 25', 'Jan 7', 'Jul 1', 'Jan 7', 'Jul 1', 'Jan 4', 'Jul 15', 'Jan 2', 'Jun 8', 'Nov 6', 'Feb 7', 'Apr 16', 'Jun 13', 'Nov 1', 'Jan 11', 'Mar 18', 'Jun 7', 'Oct 11', 'Dec 30', 'Apr 8', 'Jul 30', 'Oct 13', 'Dec 17', 'Mar 18', 'Jun 1', 'Dec 23', 'Jun 15'], 'year': ['2012', '2012', '2013', '2013', '2014', '2014', '2015', '2015', '2016', '2016', '2017', '2017', '2017', '2018', '2018', '2018', '2018', '2019', '2019', '2019', '2019', '2019', '2020', '2020', '2020', '2020', '2021', '2021', '2021', '2022']}"
#34,Donny,van de Beek,3,19,Central Midfield,,€20.00m,€55.00m,"Dec 18, 2019","Apr 18, 1997",Nijkerkerveen,Netherlands,184,Netherlands,right,Manchester United,"Sep 2, 2020","Jun 30, 2025",unknown,"{'season': ['21/22', '21/22', '20/21', '15/16', '14/15', '13/14', '12/13', '08/09'], 'transfer_date': ['May 31, 2022', 'Jan 31, 2022', 'Sep 2, 2020', 'Jan 1, 2016', 'Jul 1, 2014', 'Jan 1, 2014', 'Jul 1, 2012', 'Jul 1, 2008'], 'leaving_club': ['Everton', 'Man Utd', 'Ajax', 'Ajax U21', 'Ajax U19', 'Ajax U17', 'Ajax Youth', 'Veensche B. Yth'], 'joining_club': ['Man Utd', 'Everton', 'Man Utd', 'Ajax', 'Ajax U21', 'Ajax U19', 'Ajax U17', 'Ajax Youth'], 'market_value': ['€25.00m', '€25.00m', '€44.00m', '€250Th.', '-', '-', '-', '-'], 'fee': ['End of loan', 'loan transfer', '€39.00m', '-', '-', '-', '-', 'free transfer']}","{'club': ['Ajax Amsterdam U21', 'Ajax Amsterdam U21', 'Ajax Amsterdam U21', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Ajax Amsterdam', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є25Th.', 'Є200Th.', 'Є250Th.', 'Є1.00m', 'Є1.50m', 'Є2.00m', 'Є4.00m', 'Є5.50m', 'Є9.00m', 'Є14.00m', 'Є18.00m', 'Є20.00m', 'Є25.00m', 'Є40.00m', 'Є50.00m', 'Є55.00m', 'Є44.00m', 'Є44.00m', 'Є40.00m', 'Є35.00m', 'Є30.00m', 'Є25.00m', 'Є25.00m', 'Є25.00m', 'Є20.00m'], 'age': ['17', '17', '18', '18', '19', '19', '20', '20', '20', '21', '21', '21', '21', '22', '22', '22', '22', '23', '23', '23', '24', '24', '24', '25', '25'], 'date': ['Jan 26', 'Feb 21', 'Jul 1', 'Feb 5', 'Jul 15', 'Jan 18', 'Jun 7', 'Oct 26', 'Jan 17', 'Jun 12', 'Oct 4', 'Dec 28', 'Mar 13', 'Jun 12', 'Sep 19', 'Dec 18', 'Apr 8', 'Oct 13', 'Dec 17', 'Mar 18', 'May 27', 'Oct 5', 'Dec 23', 'Jun 15', 'Sep 15'], 'year': ['2015', '2015', '2015', '2016', '2016', '2017', '2017', '2017', '2018', '2018', '2018', '2018', '2019', '2019', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2021', '2022', '2022']}"
#17,,Fred,0,27,Central Midfield,,€20.00m,€50.00m,"Aug 13, 2018","Mar 5, 1993",Belo Horizonte,Brazil,169,Brazil,left,Manchester United,"Jul 1, 2018","Jun 30, 2023",unknown,"{'season': ['18/19', '13/14', '11/12'], 'transfer_date': ['Jul 1, 2018', 'Jul 1, 2013', 'May 1, 2012'], 'leaving_club': ['Shakhtar D.', 'Internacional', 'Inter B'], 'joining_club': ['Man Utd', 'Shakhtar D.', 'Internacional'], 'market_value': ['€32.00m', '€5.00m', '-'], 'fee': ['€59.00m', '€15.00m', '-']}","{'club': ['Sport Club Internacional', 'Sport Club Internacional', 'Sport Club Internacional', 'Sport Club Internacional', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Shakhtar Donetsk', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є150Th.', 'Є500Th.', 'Є1.00m', 'Є5.00m', 'Є11.00m', 'Є12.00m', 'Є12.00m', 'Є12.00m', 'Є12.00m', 'Є10.00m', 'Є10.00m', 'Є8.00m', 'Є19.00m', 'Є32.00m', 'Є50.00m', 'Є40.00m', 'Є35.00m', 'Є30.00m', 'Є25.00m', 'Є22.00m', 'Є17.50m', 'Є17.50m', 'Є20.00m', 'Є22.00m', 'Є22.00m', 'Є22.00m', 'Є20.00m'], 'age': ['19', '19', '19', '20', '20', '21', '21', '22', '22', '23', '23', '24', '24', '25', '25', '25', '26', '26', '26', '26', '27', '27', '27', '28', '28', '28', '29'], 'date': ['Jun 14', 'Jul 29', 'Dec 5', 'Jun 15', 'Jul 22', 'Jun 30', 'Dec 25', 'Jun 7', 'Dec 18', 'Jul 21', 'Jan 3', 'Jun 26', 'Jan 12', 'May 14', 'Aug 13', 'Dec 19', 'Mar 5', 'Jun 13', 'Sep 12', 'Dec 10', 'Apr 8', 'Oct 13', 'Dec 17', 'Mar 18', 'Jun 8', 'Dec 23', 'Jun 15'], 'year': ['2012', '2012', '2012', '2013', '2013', '2014', '2014', '2015', '2015', '2016', '2017', '2017', '2018', '2018', '2018', '2018', '2019', '2019', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2022']}"
#39,Scott,McTominay,1,35,Defensive Midfield,,€32.00m,€35.00m,"May 28, 2021","Dec 8, 1996",Lancaster,England,191,"Scotland,England",right,Manchester United,"Jul 1, 2017","Jun 30, 2025","Jun 23, 2020","{'season': ['17/18', '15/16', '13/14'], 'transfer_date': ['Jul 1, 2017', 'Jul 1, 2015', 'Jul 1, 2013'], 'leaving_club': ['Man Utd U23', 'Man Utd U18', 'Man Utd Youth'], 'joining_club': ['Man Utd', 'Man Utd U21', 'Man Utd U18'], 'market_value': ['-', '-', '-'], 'fee': ['-', '-', '-']}","{'club': ['Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United', 'Manchester United'], 'market_value': ['Є1.00m', 'Є7.00m', 'Є7.00m', 'Є7.00m', 'Є12.00m', 'Є20.00m', 'Є28.00m', 'Є22.50m', 'Є22.50m', 'Є25.00m', 'Є30.00m', 'Є35.00m', 'Є35.00m', 'Є32.00m'], 'age': ['21', '21', '21', '22', '22', '22', '23', '23', '23', '24', '24', '24', '25', '25'], 'date': ['Jan 2', 'Mar 23', 'May 28', 'Dec 19', 'Jun 13', 'Sep 12', 'Dec 10', 'Apr 8', 'Oct 13', 'Dec 17', 'Mar 18', 'May 28', 'Dec 23', 'Jun 15'], 'year': ['2018', '2018', '2018', '2018', '2019', '2019', '2019', '2020', '2020', '2020', '2021', '2021', '2021', '2022']}"
